page_id,page_title,page_url,links
762,POOBS4 Buildroot PS4 9.00 Exploit Web Server / USB Emulation by Shivelight,https://www.psxhax.com/threads/poobs4-buildroot-ps4-9-00-exploit-web-server-usb-emulation-by-shivelight.11632/,"https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/ps4pizero-ps4raspberrypi-ps4-jailbreak-9-00-with-raspberry-pi-zero-w-pi-zero-2-w-pi-4-b.10696/,https://www.psxhax.com/threads/ps4pizero-ps4raspberrypi-ps4-jailbreak-9-00-with-raspberry-pi-zero-w-pi-zero-2-w-pi-4-b.10696/post-195069"
763,"PS5 4.03 Kernel Build String by Znullptr, No ETA for PS5 Kernel Exploit",https://www.psxhax.com/threads/ps5-4-03-kernel-build-string-by-znullptr-no-eta-for-ps5-kernel-exploit.11624/,"https://www.psxhax.com/threads/ps5-non-volatile-storage-nvs-documentation-something-coming-rumors.10339/,https://www.psxhax.com/threads/ps5-scene-rules-official-ps5-release-standards-for-groups-signed.8586/,https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/,https://www.psxhax.com/threads/ps5-debug-settings-on-retail-console-ps5-root-keys-obtained-from-software.10350/post-187088,https://www.psxhax.com/threads/ps5-system-software-firmware-4-50-live-dont-update.10440/,https://www.psxhax.com/threads/ps5-dualsense-controller-firmware-dumped-decryption-by-scene-devs-required.10163/,https://www.psxhax.com/threads/ps5-webkit-also-affected-by-use-after-free-vulnerability-cve-2021-30858.10279/,https://www.psxhax.com/threads/ps5-debug-settings-on-retail-console-ps5-root-keys-obtained-from-software.10350/,https://www.psxhax.com/threads/smap-bypass-freebsd-12-vulnerability-may-affect-ps5-via-m00nbsd.9916/,https://www.psxhax.com/threads/playstation-5-ps5-jailbreak-status.8228/,https://www.psxhax.com/threads/ps5-h2025k4702-ic-flash-chip-pinout-diagram-for-ps5scene-devs.10151/,https://www.psxhax.com/threads/spine-ps4-emulator-playstation-4-emulator-for-linux-updated-by-spinedev.10193/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/ps4-ps5-scene-devs-on-amd-server-vulnerabilities-for-november-2021.10353/,https://www.psxhax.com/threads/ps5-system-software-firmware-v4-03-live-dont-update.10296/,https://www.psxhax.com/threads/ps4-9-00-ps5-webkit-exploit-by-sleirsgoevy-kernel-exploit-required.10317/"
764,PS4 4PT Package Manager: PS4 PKG Manager App by VictorrJimenezz,https://www.psxhax.com/threads/ps4-4pt-package-manager-ps4-pkg-manager-app-by-victorrjimenezz.11623/,"https://www.psxhax.com/threads/4pt-repository-creator-gui-to-make-4pt-repositories-by-victorrjimenezz.12011/,https://www.psxhax.com/threads/ps4-package-pkg-manager-homebrew-application-by-pakee.7516/,https://www.psxhax.com/threads/xna-rpkgman-xna-remote-package-manager-by-cypheron.7906/,https://www.psxhax.com/threads/ps4-pkgi-open-source-packages-manager-for-homebrew-pkgs-by-theorywrong.8190/"
765,New DUPLEX and UNLiMiTED PS4 PKG Games in the PS4Scene,https://www.psxhax.com/threads/new-duplex-and-unlimited-ps4-pkg-games-in-the-ps4scene.11587/,"https://www.psxhax.com/threads/floating-discord-channel-psxhax-member-verification-thread.5824/,https://www.psxhax.com/threads/downloading-ps4-pkg-games-that-are-base64-encoded-or-torrents-guide.10185/,https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/,https://www.psxhax.com/threads/latest-ps4scene-ps4-pkg-games-from-duplex-and-unlimited.11511/,https://www.psxhax.com/threads/welcome-to-psxhax-psxhacks-everyone.5/,https://www.psxhax.com/threads/goldhen-v2-0b-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/psxhax-member-verification-ps4-fake-pkg-fpkg-sharing-guide.7855/"
766,GTA V 1.38 Expulsion v3.0 Mod Menu for PS4 9.00 by LushModz,https://www.psxhax.com/threads/gta-v-1-38-expulsion-v3-0-mod-menu-for-ps4-9-00-by-lushmodz.11529/,"https://www.psxhax.com/threads/ps4-rdr-2-menu-base-red-dead-redemption-2-mod-menu-gui-via-ethylamine.11523/,https://www.psxhax.com/threads/gta-5-v1-35-expulsion-v2-0-mod-menu-for-ps4-9-00-by-lushmodz.11041/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/"
767,PS4JBAndroid: PS4 Jailbreak 9.00 Android App (PS4JB.apk) via RareRanger,https://www.psxhax.com/threads/ps4jbandroid-ps4-jailbreak-9-00-android-app-ps4jb-apk-via-rareranger.11524/,"https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/,https://www.psxhax.com/threads/script-for-rooted-android-samsung-devices-by-sleirsgoevy-to-avoid-a-usb-drive.10557/,https://www.psxhax.com/threads/latest-ps4scene-ps4-pkg-games-from-duplex-and-unlimited.11511/,https://www.psxhax.com/threads/ps4pizero-ps4raspberrypi-ps4-jailbreak-9-00-with-raspberry-pi-zero-w-pi-zero-2-w-pi-4-b.10696/,https://www.psxhax.com/threads/ps4-payload-sender-in-react-native-for-android-apk-by-klairm.10830/,https://www.psxhax.com/threads/goldhen-v2-0b2-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/ps4-jailbreak-exploit-poobs4-for-9-00-firmware-with-automatic-goldhen.10609/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/ps4-server-9-00-ps4-server-9-00u-for-esp8266-d1-mini-pro-by-stooged.10685/"
768,PS4 RDR 2 Menu Base: Red Dead Redemption 2 Mod Menu GUI via Ethylamine,https://www.psxhax.com/threads/ps4-rdr-2-menu-base-red-dead-redemption-2-mod-menu-gui-via-ethylamine.11523/,"https://www.psxhax.com/threads/ps4-gta-v-menu-base-mod-menu-gui-by-2much4u-is-released.4294/,https://www.psxhax.com/threads/ps4-gta-v-native-updater-ida-pro-7-0-script-ghidra-ethylamine-port.8573/,https://www.psxhax.com/threads/red-dead-redemption-2-rdr2-ps4-mod-menu-v1-13-v1-19-v1-24-by-rf0odxm0dz.10028/,https://www.psxhax.com/threads/ps4-fan-control-payloads-to-adjust-ps4-fan-speed-and-temperature.6632/,https://www.psxhax.com/threads/gta-v-native-caller-ps4-port-to-gta-1-32-wip-pack-by-2much4u.8151/,https://www.psxhax.com/threads/playstation-4-pro-fan-noise-test-demo-and-ps4-pro-gameplay-videos.1048/,https://www.psxhax.com/threads/goldhen-v2-0b2-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/gta-5-v1-35-expulsion-v2-0-mod-menu-for-ps4-9-00-by-lushmodz.11041/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/ps4-arabicguy-menu-v1-0-for-title-updates-1-27-1-32-1-33-on-9-00-firmware.10556/"
769,Latest PS4Scene PS4 PKG Games from DUPLEX and UNLiMiTED,https://www.psxhax.com/threads/latest-ps4scene-ps4-pkg-games-from-duplex-and-unlimited.11511/,"https://www.psxhax.com/threads/floating-discord-channel-psxhax-member-verification-thread.5824/,https://www.psxhax.com/threads/downloading-ps4-pkg-games-that-are-base64-encoded-or-torrents-guide.10185/,https://www.psxhax.com/threads/welcome-to-psxhax-psxhacks-everyone.5/,https://www.psxhax.com/threads/goldhen-v2-0b-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/new-ps4-pkg-games-for-jailbroken-playstation-4-consoles-in-january-2022.11383/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/psxhax-member-verification-ps4-fake-pkg-fpkg-sharing-guide.7855/"
770,New PlayStation 5 Gameplay Trailers Arrive in the PS5 Scene,https://www.psxhax.com/threads/new-playstation-5-gameplay-trailers-arrive-in-the-ps5-scene.11510/,"https://www.psxhax.com/threads/latest-ps5-game-trailer-videos-for-the-playstation-5-scene.10821/,https://www.psxhax.com/threads/new-ps5-beta-firmware-rumored-for-end-of-month-e3-2022-event-cancelled.11441/,https://www.psxhax.com/threads/ps4-ps5-cameras-windows-drivers-tutorial-for-2022-by-hackinside.11453/,https://www.psxhax.com/threads/playstation-vr2-pvr2-sense-controller-next-gen-vr-gaming-on-ps5.11352/"
771,PS4 SFO Program to Automate / Build PARAM.SFO Files by Hippie68,https://www.psxhax.com/threads/ps4-sfo-program-to-automate-build-param-sfo-files-by-hippie68.11507/,"https://www.psxhax.com/threads/ps4-ftpdump-testkit-8-00-update-pup-leak-more-hit-ps4scene.10273/,https://www.psxhax.com/threads/bin2js-fast-bin-to-js-ps4-payload-converter-by-hippie68.10314/,https://www.psxhax.com/threads/ps4-sfo-reader-editor-for-param-sfo-files-and-ps4-pkgs-by-hippie68.10053/,https://www.psxhax.com/threads/ps4-fake-pkg-tools-with-fake-pkg-generator-3-87-patched-for-fpkgs-by-cyb1k.10351/,https://www.psxhax.com/threads/ps4pkgviewer-a-ps4-pkg-viewer-by-lman-theleecherman.4784/,https://www.psxhax.com/threads/pkgeditor-for-ps4-updated-by-maxton-with-ekpfs-xts-key-support.7275/"
772,PS4 / PS5 Cameras Windows Drivers & Tutorial for 2022 by HackInside,https://www.psxhax.com/threads/ps4-ps5-cameras-windows-drivers-tutorial-for-2022-by-hackinside.11453/,"https://www.psxhax.com/threads/sony-reveals-ps5-details-on-compatible-ps4-peripherals-and-accessories.7787/,https://www.psxhax.com/threads/ps4eye-ps4-eye-camera-tools-and-playstation-4-usb-comm-dump-out.2145/,https://www.psxhax.com/threads/bigboss-playstation-camera-v2-ps-vr-usb-descriptor-and-software.907/,https://www.psxhax.com/threads/ps5-hd-camera-firmware-files-dump-and-playstation-5-camera-on-pc.10117/,https://www.psxhax.com/threads/playstation-5-ps5-camera-disassembled-with-pcb-pictures-by-hackinside.8273/,https://www.psxhax.com/threads/ps5-dualsense-controller-firmware-dumped-decryption-by-scene-devs-required.10163/,https://www.psxhax.com/threads/ps4eyecam-ps4-camera-firmware-kernel-analysis-wip-by-bigboss.168/,https://www.psxhax.com/threads/ps4-auxiliary-ports-for-playstation-4-camera-revealed-by-bigboss.126/,https://www.psxhax.com/threads/ps4eyecam-ps4-camera-pc-driver-by-bigboss-for-ps4-dual-eye-arrives.2146/,https://www.psxhax.com/threads/videos-playstation-4-eye-ps4-camera-teardown-specifications.2144/"
773,PKG Merge Github Fork by Aldoblack to Join PS4 Package File Parts,https://www.psxhax.com/threads/pkg-merge-github-fork-by-aldoblack-to-join-ps4-package-file-parts.11442/,"https://www.psxhax.com/threads/pkg-merge-ps4-tool-by-tustin-join-playstation-4-package-file-parts.2524/,https://www.psxhax.com/threads/pkg-merge-github-fork-by-aldoblack-to-join-ps4-package-file-parts.11442/post-194478"
774,"New PS5 Beta Firmware Rumored for End of Month, E3 2022 Event Cancelled",https://www.psxhax.com/threads/new-ps5-beta-firmware-rumored-for-end-of-month-e3-2022-event-cancelled.11441/,"https://www.psxhax.com/threads/ps5-beta-firmware-system-software-2-0-04-00-00-adds-m-2-ssd-support-more.10094/,https://www.psxhax.com/threads/e3-2021-events-schedule-sony-reportedly-skipping-electronic-entertainment-expo.9930/,https://www.psxhax.com/threads/ps5-beta-firmware-system-software-3-0-05-00-00-incoming-details.12078/,https://www.psxhax.com/threads/sony-announces-sign-ups-for-ps5-firmware-system-software-beta-program.9974/"
775,New PS4 PKG Games for Jailbroken PlayStation 4 Consoles in January 2022,https://www.psxhax.com/threads/new-ps4-pkg-games-for-jailbroken-playstation-4-consoles-in-january-2022.11383/,"https://www.psxhax.com/threads/floating-discord-channel-psxhax-member-verification-thread.5824/,https://www.psxhax.com/threads/downloading-ps4-pkg-games-that-are-base64-encoded-or-torrents-guide.10185/,https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/,https://www.psxhax.com/threads/new-ps4-pkg-games-in-the-playstation-4-scene-for-december-2021.10832/,https://www.psxhax.com/threads/welcome-to-psxhax-psxhacks-everyone.5/,https://www.psxhax.com/threads/goldhen-v2-0b-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/latest-ps4-pkg-games-in-the-playstation-4-scene-for-december-2021.10485/,https://www.psxhax.com/threads/ps4-system-software-firmware-9-00-is-now-live-dont-update.10219/,https://www.psxhax.com/threads/latest-ps2tops4-pkgs-testing-results-by-bergolino-gamer.10334/,https://www.psxhax.com/threads/latest-ps4-game-pkgs-in-the-ps4scene-for-december-2021.11048/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/psxhax-member-verification-ps4-fake-pkg-fpkg-sharing-guide.7855/"
776,OpenTyrian PS4 PKG Homebrew Game Port by Cpasjuste Arrives,https://www.psxhax.com/threads/opentyrian-ps4-pkg-homebrew-game-port-by-cpasjuste-arrives.11382/,"https://www.psxhax.com/threads/orbisglperf-opengl-es-2-0-perf-sample-for-ps4-devs-by-bigboss.6178/,https://www.psxhax.com/threads/opentyrian-ps4-pkg-homebrew-game-port-by-cpasjuste-arrives.11382/post-194373,https://www.psxhax.com/threads/arabicguy-v1-1-gta-v-mod-menu-for-ps4-5-05-firmware-by-rf0odxm0dz.5905/,https://www.psxhax.com/threads/opentyrian-beta-ps4-homebrew-game-port-incoming-and-more.8091/,https://www.psxhax.com/threads/ps4-orbisdev-shader-player-code-and-demo-via-masterzorag.7515/,https://www.psxhax.com/threads/abuse-sdl2-wip-port-ps4-homebrew-fork-via-dmiller423-znullptr.8720/,https://www.psxhax.com/threads/ps4-guide-to-install-orbisdev-how-to-use-it-with-orbislink-by-alfamodzz.7718/,https://www.psxhax.com/threads/super-mario-64-sm64-native-port-ps4-pkg-details-surface-osirisx-update.8186/,https://www.psxhax.com/threads/ps4-opengl-es2-wip-playstation-4-project-details-by-zer0xff.4752/,https://www.psxhax.com/threads/orbis-suite-for-ps4-homebrew-development-orbisftp-by-osm-made-oldschoolmodz.8218/,https://www.psxhax.com/threads/ps4-retroarch-native-emulator-port-unofficial-pkg-via-osirisx.7243/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/opengl-es-for-ps4-writeup-and-playstation-4-gl-test-by-flat_z.6156/"
777,Triggering RING0GDB to Debug PS4 Kernel via TriggerRING0.bin Payload,https://www.psxhax.com/threads/triggering-ring0gdb-to-debug-ps4-kernel-via-triggerring0-bin-payload.11364/,"https://www.psxhax.com/threads/ps4-eap-kernel-dumps-standalone-ps4-exploit-host-rpi-installer.4103/,https://www.psxhax.com/threads/ps4kerneldlsym-symbol-resolver-list-creator-reference-analyzer-by-seb5594.6897/,https://www.psxhax.com/threads/ps4-1-76-game-decryption-homebrew-kernel-console-idps-address.1289/,https://www.psxhax.com/threads/ps4-1-01-memory-dump-with-idc-script-for-the-kernels-symbols.2363/,https://www.psxhax.com/threads/ps4-kernel-loaders-for-ida-7-0-released-by-socraticbliss.6789/,https://www.psxhax.com/threads/hitodama-ps4-elfloader-with-ps4-kernel-elf-loading-and-hooking.441/,https://www.psxhax.com/threads/ps4kernelhookshelper-by-0x199-how-to-run-ps4-backup-games-guide.2865/,https://www.psxhax.com/threads/ps4-kernel-exploit-root-fs-dump-and-list-of-pids.97/,https://www.psxhax.com/threads/ps4gdb-ring-0-gdb-stub-to-debug-ps4-kernel-by-m0rph3us1987.7904/,https://www.psxhax.com/threads/hacking-the-ps4-from-zero-to-ring-zero-in-two-easy-steps-pdf.5285/,https://www.psxhax.com/threads/flexible-kernel-dumper-payload-for-ps4-by-vvildcard777.5809/,https://www.psxhax.com/threads/ps4-shellui-debug-functions-revealed-kernel-dumped-by-owlbin.804/,https://www.psxhax.com/threads/ps4-cr0-wp-protection-kernel-security-bypass-detailed-via-celesteblue.10116/,https://www.psxhax.com/threads/ps4gdb_desktop-how-to-debug-ps4-applications-by-m0rph3us1987.11259/,https://www.psxhax.com/threads/new-freebsd-kernel-exploit-discovered-by-ps4-developer-cturt.389/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/scesblauthmgrauthheader-ps4-executable-file-decryption-on-console.1677/,https://www.psxhax.com/threads/ps4-kernel-fixup-script-for-ida-7-0-7-2-released-by-socraticbliss.7168/,https://www.psxhax.com/threads/fail0verflow-on-ps4-crashdumps-dumping-a-kernel-in-only-6-days.3318/,https://www.psxhax.com/threads/ps4-devkit-testkit-root-kernel-dump-on-pc-demo-by-esjonne12-sda.610/,https://www.psxhax.com/threads/ps4-syscall-kernel-patch-from-2much4u-for-game-modifications.1927/"
778,PlayStation Store Holiday PSN Sale Round 2 for January 2022,https://www.psxhax.com/threads/playstation-store-holiday-psn-sale-round-2-for-january-2022.11357/,https://www.psxhax.com/threads/psn-holiday-sale-promotion-comes-to-playstation-store.10836/
779,PlayStation VR2 & PVR2 Sense Controller: Next-gen VR Gaming on PS5,https://www.psxhax.com/threads/playstation-vr2-pvr2-sense-controller-next-gen-vr-gaming-on-ps5.11352/,"https://www.psxhax.com/threads/sony-on-playstation-state-of-play-ps5-vr-system-and-new-game-trailers.9143/,https://www.psxhax.com/threads/new-ps5-vr-headset-details-revealed-at-sonys-playstation-vr2-dev-summit.10120/,https://www.psxhax.com/threads/playstation-5-vr-update-sony-unveils-the-new-ps5-vr-controller.9317/"
780,PS4GDB_Desktop: How to Debug PS4 Applications by M0rph3us1987,https://www.psxhax.com/threads/ps4gdb_desktop-how-to-debug-ps4-applications-by-m0rph3us1987.11259/,"https://www.psxhax.com/threads/ghidraorbis-updated-ghidra-ps4-loader-plugin-by-astrelsky.9975/,https://www.psxhax.com/threads/liborbis-ps4-homebrew-libraries-samples-by-bigboss-trials-fix.2838/,https://www.psxhax.com/threads/m0rph3us1987-to-speak-at-35c3-on-exploiting-ps4-video-apps-all-fw.6158/,https://www.psxhax.com/threads/playstation-4-tool-box-2-1-10-286-backwards-compatible-with-ps4-payloads.10390/,https://www.psxhax.com/threads/ps4-devkit-testkit-memory-tool-preview-game-mod-demos-by-speclizer.9923/,https://www.psxhax.com/threads/orbisdbg-orbisdbgui-ps4-payload-code-library-by-skiffaw-matrix.6414/,https://www.psxhax.com/threads/ps4-memory-editor-elf-loader-for-4-55-5-05-by-skiffaw-matrix.6052/,https://www.psxhax.com/threads/ps4gdb-ring-0-gdb-stub-to-debug-ps4-kernel-by-m0rph3us1987.7904/,https://www.psxhax.com/threads/ghidraorbistools-ps4-loader-and-ida-script-ports-by-kiwidoggie.6694/,https://www.psxhax.com/threads/ps4-debugger-open-source-playstation-4-debugging-by-therealcain532.5982/,https://www.psxhax.com/threads/ps4-aio-v1-9-0-with-7-02-7-55-firmware-support-by-modded-warfare.10036/,https://www.psxhax.com/threads/ghidraps4loader-ps4-elf-loader-ps4flashtool-more-by-jogolden.6688/,https://www.psxhax.com/threads/ps4-shellui-debug-functions-revealed-kernel-dumped-by-owlbin.804/,https://www.psxhax.com/threads/ps4-khook-kernel-hooking-payload-for-exploit-debugging-by-specterdev.9207/,https://www.psxhax.com/threads/libluaps4-ps4-debug-module-and-libhb-updates-by-cfwprophet.5981/,https://www.psxhax.com/threads/ps4-debugger-4-05-by-rf0odxm0dz-for-use-with-ps4api-bin.4333/,https://www.psxhax.com/threads/ps4-renesas-rl78-debug-protocol-implementation-by-fail0verflow.7342/,https://www.psxhax.com/threads/memapi-ps4-api-server-library-and-debugger-by-ludicrousbeach.6043/,https://www.psxhax.com/threads/ps4-dx-watch-1-0-disassembler-assembler-debugger-by-xzenithy.10107/,https://www.psxhax.com/threads/ps4me-ps4-memory-editor-ps4me-dll-ps4metool-payload-by-j0lama.2069/,https://www.psxhax.com/threads/playstation-4-cheat-engine-server-for-ps4-v1-0-1-by-hemanthl7.12189/,https://www.psxhax.com/threads/orbis-suite-for-ps4-homebrew-development-orbisftp-by-osm-made-oldschoolmodz.8218/,https://www.psxhax.com/threads/ps4-debug-watch-app-port-for-6-72-firmware-via-withmetta.7940/,https://www.psxhax.com/threads/ps4gdb-gdb-stub-ps4-port-to-debug-userland-apps-by-m0rph3us1987.7582/,https://www.psxhax.com/threads/ps4-real-time-memory-editor-for-linux-on-retail-consoles-by-j0lama.1998/,https://www.psxhax.com/threads/gamepad-tester-debugger-for-ps4-dualshock-4-dualsense-ps5-controllers.10196/,https://www.psxhax.com/threads/triggering-ring0gdb-to-debug-ps4-kernel-via-triggerring0-bin-payload.11364/,https://www.psxhax.com/threads/playstation-4-debugger-oni-framework-by-kiwidog-now-available.4464/,https://www.psxhax.com/threads/jkpatch-ps4-4-05-jailbreak-kernel-patches-process-memory-view-tool.4235/,https://www.psxhax.com/threads/ps4-reaperstudio-public-beta-1-create-share-game-cheats-by-shiningami.11132/,https://www.psxhax.com/threads/ps4debug-playstation-4-debugger-updates-by-g991-golden.5871/"
781,Sony Unveils PlayStation Now Games for January 2022,https://www.psxhax.com/threads/sony-unveils-playstation-now-games-for-january-2022.11242/,
782,PS4 Remote PKG Sender v2.8.0 Github Fork by Gkiokan,https://www.psxhax.com/threads/ps4-remote-pkg-sender-v2-8-0-github-fork-by-gkiokan.11166/,"https://www.psxhax.com/threads/ps4rpi-ps4-remote-package-installer-gui-by-sonik.6051/,https://www.psxhax.com/threads/ps4-pkg-sender-v1-05-for-playstation-4-package-files-by-frostyso.7857/,https://www.psxhax.com/threads/ps4-remote-sender-gui-application-for-macos-by-ih0kn3m.6053/,https://www.psxhax.com/threads/ps4-remote-pkg-installer-gui-by-benjaminfaal-is-now-available.8851/,https://www.psxhax.com/threads/ps4-package-pkg-manager-homebrew-application-by-pakee.7516/,https://www.psxhax.com/threads/ps4-package-pkg-sender-release-tutorial-by-modded-warfare.7184/,https://www.psxhax.com/threads/ps4-remote-pkg-sender-remastered-fork-for-installing-fpkgs-by-pineapple-geek.9964/,https://www.psxhax.com/threads/ps4-pkg-sender-docker-compose-web-server-ui-by-justanormaldev.7021/,https://www.psxhax.com/threads/improving-ps4-remote-package-installer-speed-by-moddedwarfare.6086/,https://www.psxhax.com/threads/xna-rpkgman-xna-remote-package-manager-by-cypheron.7906/,https://www.psxhax.com/threads/ps4-remote-pkg-sender-gui-for-installing-packages-by-irefuse.6061/,https://www.psxhax.com/threads/rpi_gui-ps4-remote-package-installer-web-gui-by-sc0rpion.6049/"
783,PKGRipper to Remove Contents from PS4 PKG Games by EnriqueSomolinos,https://www.psxhax.com/threads/pkgripper-to-remove-contents-from-ps4-pkg-games-by-enriquesomolinos.11136/,"https://www.psxhax.com/threads/downloading-ps4-pkg-games-that-are-base64-encoded-or-torrents-guide.10185/,https://www.psxhax.com/threads/ps4-fake-pkg-tools-with-fake-pkg-generator-3-87-patched-for-fpkgs-by-cyb1k.10351/,https://www.psxhax.com/threads/latest-ps4-game-pkgs-in-the-ps4scene-for-december-2021.11048/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/ps4-ripkit-modding-cheat-backport-tool-for-playstation-4-games-by-ripperd.6031/,https://www.psxhax.com/threads/psxhax-member-verification-ps4-fake-pkg-fpkg-sharing-guide.7855/"
784,Mini PS4 Payload 9.00 Homebrew App by Master-s (aka Rooo7),https://www.psxhax.com/threads/mini-ps4-payload-9-00-homebrew-app-by-master-s-aka-rooo7.11137/,"https://www.psxhax.com/threads/ps4-payload-sender-apk-for-android-by-valentinbreiz.5247/,https://www.psxhax.com/threads/ps4-tool-apk-playstation-4-payload-injector-for-android-by-reazer.4584/,https://www.psxhax.com/threads/ps4-payload-sender-version-4-0-update-released-by-robglez.6114/,https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/,https://www.psxhax.com/threads/mini-ps4-payload-9-00-homebrew-app-by-master-s-aka-rooo7.11137/post-192893,https://www.psxhax.com/threads/ps4-payload-injector-3-0-windows-gui-app-by-thewizwiki-ps4-elf-injector-by-sonysnightmare.7538/,https://www.psxhax.com/threads/playstation-4-tool-box-2-1-10-286-backwards-compatible-with-ps4-payloads.10390/,https://www.psxhax.com/threads/ps4-payload-sender-in-react-native-for-android-apk-by-klairm.10830/,https://www.psxhax.com/threads/goldhen-v2-0b2-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/mini-ps4-payload-9-00-homebrew-app-by-master-s-aka-rooo7.11137/post-192558,https://www.psxhax.com/threads/ps4-jailbreak-exploit-poobs4-for-9-00-firmware-with-automatic-goldhen.10609/,https://www.psxhax.com/threads/ps4-payloads-ps4-payload-sender-homebrew-app-by-master-s-aka-rooo7.10461/"
785,PS4 ReaperStudio Public Beta: Create & Share Game Cheats by Shiningami,https://www.psxhax.com/threads/ps4-reaperstudio-public-beta-create-share-game-cheats-by-shiningami.11132/,https://www.psxhax.com/threads/ps4-multitrainer-ii-shn-mc4-json-shnext-format-trainer-loader-by-shiningami.10210/
786,Latest PS4 Game PKGs in the PS4Scene for December 2021,https://www.psxhax.com/threads/latest-ps4-game-pkgs-in-the-ps4scene-for-december-2021.11048/,"https://www.psxhax.com/threads/floating-discord-channel-psxhax-member-verification-thread.5824/,https://www.psxhax.com/threads/downloading-ps4-pkg-games-that-are-base64-encoded-or-torrents-guide.10185/,https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/,https://www.psxhax.com/threads/new-ps4-pkg-games-in-the-playstation-4-scene-for-december-2021.10832/,https://www.psxhax.com/threads/welcome-to-psxhax-psxhacks-everyone.5/,https://www.psxhax.com/threads/goldhen-v2-0b-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/latest-ps4-pkg-games-in-the-playstation-4-scene-for-december-2021.10485/,https://www.psxhax.com/threads/psxhax-member-verification-ps4-fake-pkg-fpkg-sharing-guide.7855/"
787,PlayStation Plus New PS4 and PS5 Games for January 2022,https://www.psxhax.com/threads/playstation-plus-new-ps4-and-ps5-games-for-january-2022.11044/,https://www.psxhax.com/threads/playstation-plus-new-ps4-and-ps5-games-for-december-2021.10442/
